RouteName,Location,URL,Avg Stars,Route Type,Rating
Madam Mohawk,Right of Passage > Hidden Acres > The Playground > Horsethief Lake Area > The Needles Of Rushmore > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Pirates of the Carabiner,Pirate's Wall > El Rito Sport Area > El Rito > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Boltaneer,Super Slab > El Rito Sport Area > El Rito > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Baby Disco Show,Main Wall > Little River Wall > El Rito > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Bit by the Bit,Main Wall > Little River Wall > El Rito > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Freddie Prince Jr,Frog Prince > Enchanted Tower > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Hueco Pareidolia,(J) The Sponge > Las Conchas > Jemez Mountains and Jemez Valley > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Woolly Bugger,(A) Big Catch > Upper East Fork (UEF) > Jemez Mountains and Jemez Valley > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Roadside Distraction,Roadside Distraction > Red River Area > Taos Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Holy Wall,South/East side > The Overlook > White Rock > Los Alamos & White Rock > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,"Sport, TR",5.10a/b
Naked Lunch,Winter Wall > Diablo Canyon > Santa Fe Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10-
The Chicken,Chicken Little Area > Cockscomb Crag > Diablo Canyon > Santa Fe Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Humbolt,Left End > Early Wall > Diablo Canyon > Santa Fe Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
DogGone It,The Dog House > The Shack > Diablo Canyon > Santa Fe Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Dog & Pony Show,The Dog House > The Shack > Diablo Canyon > Santa Fe Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a/b
Baby Jesus,Judas Crag Sector > Eden Wall > Eden Canyon > Diablo Canyon > Santa Fe Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10-
Carol’s Route,The Rim of the World > Pecos River Canyon > Santa Fe Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10-
Inner Sanctum,(05) Health Wall > Original Side > Mentmore > Gallup Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,"Sport, TR",5.10a
Hookymaster General,(03) Bivi Wall/Swallow Wall > Original Side > Mentmore > Gallup Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,"Sport, TR",5.10a/b
Cowboys & Aliens,(07) Randy's Wall > Palomas Peak > Albuquerque Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Left 4,Left > The Terrace > Albuquerque Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Finger Zinger,The Citadel > Rabbit Ears Area > Organ Mountains > Las Cruces Area Climbing > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a/b PG13
Stemin' Monkey,(B) Jungle Gym Area > Rough and Ready Hills > Las Cruces Area Climbing > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,"Trad, Sport",5.10a/b
The Yellow Route,"Right Side > Tiger Stripe Wall > Above the Jumbles > Middle Mesteño > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Wounded Knee,"Rose Bud Wall > Sitting Bull Falls > New Mexico, other Southern Areas > New Mexico",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Erika on Toast,"Breakfast Wall > Last Chance Canyon > New Mexico, other Southern Areas > New Mexico",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
New She-riffs In Town,"Capitan Gap > Ruidoso Area > New Mexico, other Southern Areas > New Mexico",https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a
Baron Von Crow,Scarry Wall > Southern Box areas > The Box Climbing Areas > Socorro Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,"Sport, TR",5.10a
Pepe's School of Beauty,"Percha Creek, Hillsboro > Truth or Consequences Area > New Mexico",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Unnamed 2,Main Wall > Gotham City > Bat Cave Area > Caballo Lake > Truth or Consequences Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Ain't No Half-Steppin',Main Wall > Gotham City > Bat Cave Area > Caballo Lake > Truth or Consequences Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Barrfly,The Barr > Bat Cave Area > Caballo Lake > Truth or Consequences Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a/b
Stones of Sisyphus,Trojan Wall (Right of Bat Cave) > Bat Cave Area > Caballo Lake > Truth or Consequences Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
The Joker,Villain Wall > Bat Cave Area > Caballo Lake > Truth or Consequences Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10-
Cactus Butt,Upper Park > Luna Park > Red Rock Arroyo > Truth or Consequences Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10-
Last Light,Crow Feather Wall > Mud Mountain > Truth or Consequences Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Javelina Express,Winter Wall > Mud Mountain > Truth or Consequences Area > New Mexico,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Oot and Aboot,Spring Mountain > Northeast Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Etched in Stone,Spring Mountain > Northeast Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10-
Epiphany roof,Spring Mountain > Northeast Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a/b
Crowbar,Strings > Fiddlers Hell > Northeast Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Route 05,Concert Hall > Fiddlers Hell > Northeast Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a/b
Jet Stream,Bulo Point > Mt. Hood National Forest > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Jugalicious,The Swine (aka Enola Hill) > Mt. Hood National Forest > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Wet Spot,(6) Roof Utopia > Klinger Spring > Mt. Hood National Forest > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a/b
Wu Grrrl,"Easy Listening > Bear Springs - AKA, The Dance Hall > Mt. Hood National Forest > Oregon",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Swamp Thing,(b) North Bowl > Flagstone > Willamette Valley > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a
Paradicey,(g) Lower Walt's Wall > Flagstone > Willamette Valley > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Black Kettle,The Great Arch > Wolf Rock > Willamette Valley > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Road Work,Main Street > Hills Creek Spires > Willamette Valley > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a/b
More Bolts Than Balls,Panorama Point > Rabbit Ears > Menagerie Wilderness > Willamette Valley > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, Alpine",5.10a PG13
Retirement Plan,Madrone Coves > Lookout Point > Willamette Valley > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Sky Bison,Madrone Coves > Lookout Point > Willamette Valley > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Nimble Newt,Salamander Wall > Sunnyside > Deception Butte > Willamette Valley > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Adoughmic Bomb,Biscuit Wall > Deathball > Willamette Valley > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10-
Light on the Path,(g) Morning Glory Wall > Smith Rock > Central Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Be Here Now,(4) Arrington Columns > East Side > (z) Lower Gorge > Smith Rock > Central Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
E-Type Shag,(zz) Upper Gorge > Smith Rock > Central Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10-
Phoenix,(3) Phoenix > (m) Smith Rock Group > Smith Rock > Central Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Galloper,Brandon's Cliff > Willow Creek > Central Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,4,"Sport, TR",5.10a
Turtle Cosmos,1 Turtle Rock > The Callahans > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10a/b
Relativity,2 Mind Planet > The Callahans > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Mind Games,2 Mind Planet > The Callahans > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
White Rabbit,Fantasy Island > The Callahans > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Rocket Man,Fantasy Island > The Callahans > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Gallows of San Palo,Inca Rock > The Callahans > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Kaluha Krypton,3 Double Chocolate > The Callahans > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10-
Maniac Minds,Orphan Rock > The Callahans > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Mikey Mantle,Singer Slab > The Callahans > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10a
Zombie Magic,Java Rock > The Callahans > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10a
Arabesque,(4)The Cathedral > Rattlesnake > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10a
Split Decision,(5)Jane's Buttress > Rattlesnake > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Dark Shadows,(8)Dominator Wall > Rattlesnake > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Slippery Gold,Rabbit Ears (Rogue) > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a R
Rain Dance,Rabbit Ears (Rogue) > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a
Sinister Footwear,Acker Rock > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
House Keeping,North Comb > The Honeycombs > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Chutes and Ladders,North Comb > The Honeycombs > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10-
Shorty,Fire Dome > South Comb > The Honeycombs > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Secrete Spot,Fire Dome > South Comb > The Honeycombs > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10a
North Arete,Chimney Pinnacle > Northwest Ridge > The Honeycombs > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,4,"Sport, TR",5.10a
Right Buddha,Redmans Tooth > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a PG13
Titans Head Right (var),T-Rex Rock > Jurassic Park > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a PG13
unknown sport route,West Limpy > Limpy Rocks > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,4,"Sport, Alpine",5.10a
Huggy Bear,1st Wall > Williamson River Cliffs > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Elephant Express,Elephant Wall > Williamson River Cliffs > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Southwest Corner,Haystack Boulder > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10a/b PG13
Midsummer Night,(14) 1st Alcove > Terra Nova > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Silver Cloud,(.2) Rock City Wall > Terra Nova > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Matterhorn,(.7) Spotted Owl Wall > Terra Nova > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Last Chance,(17) Last Chance Ridge > Terra Nova > Southwest Oregon > Oregon,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Back From Outerspace,The Crowded West Wall > Tumblestone > Tyler Peak Crags > Olympic National Forest > Olympics & Pacific Coast > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
El Scorcho,The Crowded West Wall > Tumblestone > Tyler Peak Crags > Olympic National Forest > Olympics & Pacific Coast > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
The Trench,The Elwhall > Elwha River > Olympics & Pacific Coast > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a/b
Sidekick,Reclamation Wall > Lake Cushman > Olympics & Pacific Coast > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Totally Cush,Plaque Wall > Lake Cushman > Olympics & Pacific Coast > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Crackenstein,Crackenstein > Olympics & Pacific Coast > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10-
Sandy Duncan,Mineral Rock > Tacoma & I5 to Foothills > South-West & Tacoma > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.7,Sport,5.10a/b
Indian Paintbrush,North Summit > Pinto Rock > Southwest Cascades > South-West & Tacoma > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Silence the Serenity [5.6],Main Wall > Monte Cristo Slab > Southwest Cascades > South-West & Tacoma > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Ship of Fools,West Face > Beacon Rock > Columbia Gorge > South-West & Tacoma > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Step Child,{10} Mordor > Ozone > Columbia Gorge > South-West & Tacoma > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Carrots for Everyone,(5) Old Tree Wall > Ozone > Columbia Gorge > South-West & Tacoma > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Mermaid,(c) The Beach > (g1) Upper Cheeks > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Gorilla My Dreams,Winkie Dinkie Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Flying Salamanders (Full),(a) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
No Name 10a,Main Wall > Lonely Planet (AKA No Name) > Lonely Planet and Mine Wall Area > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Old Milwaukee Road,Deception Wall > Deception Crags > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Iguanarama,Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Gallivant,Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,"Sport, TR",5.10a
Immortal Friction,(a) West Quartz Camp > Quartz Camp > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Stump Farmer,(a) West Quartz Camp > Quartz Camp > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10-
East Side Crack (Wall Features Only),The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10-
Our Typhoon Rhythm,Julia's Outcrop > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a/b
Rebel Right,Sandinista Slab > The Burnout > Bellingham Area > Bellingham and Mt Baker Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Warts,Cobblestone Wall > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Particulate Matter,Ice Box right side > Hairpin Crags > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, Alpine",5.10-
Rainy Day Woman,Diablo Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Valley of Bones,Big Rock > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a/b
Iron Worker,Flat Iron Slab > Coal Mt. Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Trad, Sport",5.10a
Flatliner,Hot Rock > Calendar Butte > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
EF #7,EF (Placeholder) > Monte Cristo > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, Alpine",5.10-
Intimidator,"(c) Powerline Wall > (d) Powerline Area > Mount Erie > San Juan, Fidalgo & Whidbey Islands > Northwest Region > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Lawn Darts,"Peek-a-boo Tower > Duty Dome - Warrior Wall - Peek-a-boo Area > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Aquamarine,"Off Duty Area > Duty Dome - Warrior Wall - Peek-a-boo Area > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,2.9,"Trad, Sport",5.10a
Sonic Boom,"Trundle Dome > Lower Icicle Canyon > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,3,"Trad, Sport, TR",5.10-
Robin Hood,"The Boneyard > Lower Icicle Canyon > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,3,"Trad, Sport",5.10a
Path of the Apostates,"Backslider Wall > Lower Icicle Canyon > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,3,"Trad, Sport",5.10a
Heave Ho,"Careno Crag > Purina and Careno Area > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,3.3,"Trad, Sport",5.10a
Leg Lifter,"Careno Crag > Purina and Careno Area > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Cool Struttin',"Careno Crag > Purina and Careno Area > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Pocketmeister,"Careno Crag > Purina and Careno Area > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a/b
Good Gravy,"Icicle Buttress > Icicle Buttress and Bob's Wall > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Sins of the Fathers,"Buena Vista Buttress > Bridge Creek Area > Icicle Creek > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Monty Python,"Rattlesnake Rock > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10-
Marauder's Map,"Hogwarts > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Thanks Andy,Astral Wall > South Fork Cliff > Tieton River > South-Central & Yakima > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
King Tut,Wall of Many Faces > The Oasis > Tieton River > South-Central & Yakima > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Artificially Insteminated,Lava Wall/Deadheads > Lava Point > Tieton River > South-Central & Yakima > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Ring of Fire,Dream Wall > Lava Point > Tieton River > South-Central & Yakima > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a
Lava Sundae,Dream Wall > Lava Point > Tieton River > South-Central & Yakima > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Superchunk,The Chunkyard > Tieton River > South-Central & Yakima > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Salvaged,The Chunkyard > Tieton River > South-Central & Yakima > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Righties Need Not Apply,Main Wall > Ice Box > Tieton River > South-Central & Yakima > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Burning Down the House,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Sunshine Buttress,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
[Redacted],(c) Tomato Wall > (a) Far End > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Human Corn,(a) Corn Wall > Sunshine's Lower Cliffs > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Heel Higher Crescent,(b) Millennium Wall > Sunshine's Lower Cliffs > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Silhouettes,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Amalia,(e) The Empire > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
A Genius Bruing,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Dr. Ceuse,Picnic Table Rock > Banks Lake / Northrup Canyon > Central Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Robespierre (aka Red Bull),Roadside Rock West > Roadside Rock > Banks Lake / Northrup Canyon > Central Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Face It,Ancient Lakes West > Ancient Lakes Coulee > Central Region > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
E. Grade school,Spearhead Base > The Matrix > Mazama > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Girl Meets Boy,2. Recess Wall > Prospector Crags > Mazama > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Ingenue,2. Recess Wall > Prospector Crags > Mazama > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a
Love You Long Time,1. Nugget Wall > Prospector Crags > Mazama > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Point Man,3. Prospect Point > Prospector Crags > Mazama > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Battle of the Burge,6) Middle Earth > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Party Time,7) Raptor Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a PG13
